claim_id,subsection_id,chapter_title,subsection_title,claim_text,cited_paper_ids,citation_ids,work_order_path,review_path,verification_status,notes
SUB015-CL011,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"Overall, combination trials should be tabulated by partner, resistance premise, disease context, prior therapy, biomarker assay, response and survival endpoints, dose intensity, adverse-event management, and whether translational specimens directly test the escape mechanism `pmid-27604488`.",pmid-27604488,SUB015-C011,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB016-CL001,SUB016,6: Next-Generation Inhibitors And Future Resistance Questions,Mutant-Selective And Allosteric PI3K-alpha Inhibitors,"The important boundary is that these are not yet clinical resistance-overcoming data; they support mutant selectivity, preclinical antitumor activity, and a metabolic-tolerability rationale more directly than they prove benefit after prior alpelisib or inavolisib resistance `pmid-37623743`.",pmid-37623743,S16-R001,artifacts/10_claim_verification/02_work_orders/SUB016.md,artifacts/10_claim_verification/03_claim_reviews/SUB016.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB016-CL002,SUB016,6: Next-Generation Inhibitors And Future Resistance Questions,Mutant-Selective And Allosteric PI3K-alpha Inhibitors,"Even here, the claim should stay bounded: emergent AKT1 mutations created cross-resistance to orthosteric and allosteric PI3K-alpha inhibitors that required AKT inhibition in models, so RLY-2608 addresses one on-target resistance class rather than the whole resistance landscape `pmid-37916958`.",pmid-37916958,S16-R002,artifacts/10_claim_verification/02_work_orders/SUB016.md,artifacts/10_claim_verification/03_claim_reviews/SUB016.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB016-CL003,SUB016,6: Next-Generation Inhibitors And Future Resistance Questions,Mutant-Selective And Allosteric PI3K-alpha Inhibitors,"Those papers do not test STX-478 or RLY-2608 directly, but they justify a cautious next-stage framing: next-generation PI3K-alpha inhibitors may improve selectivity and may overcome selected catalytic-pocket resistance mutations, while clinical activity, tolerability, and resistance-overcoming activity each require their own evidence line `pmid-40360883` `pmid-27048245` `pmid-27604488` `pmid-25873175` `pmid-32864625` `pmid-21278786`.",pmid-21278786; pmid-25873175; pmid-27048245; pmid-27604488; pmid-32864625; pmid-40360883,S16-R008; S16-R006; S16-R004; S16-R005; S16-R007; S16-R003,artifacts/10_claim_verification/02_work_orders/SUB016.md,artifacts/10_claim_verification/03_claim_reviews/SUB016.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB017-CL001,SUB017,6: Next-Generation Inhibitors And Future Resistance Questions,Biomarker Strategy And Patient Selection,"The more recent SOLAR-1 genomic determinant analysis and the original alpelisib development work are therefore best treated as trial-level and development-level evidence for refining baseline selection, assay interpretation, and co-alteration questions, rather than as proof that a single binary PIK3CA test captures the full response biology; smaller combination studies such as alpelisib plus nab-paclitaxel also show that biomarker interpretation depends on the treatment backbone being tested `pmid-31091374` `pmid-41967638` `pmid-24608574` `pmid-33602685`.",pmid-24608574; pmid-31091374; pmid-33602685; pmid-41967638,S17-R003; S17-R001; S17-R013; S17-R002,artifacts/10_claim_verification/02_work_orders/SUB017.md,artifacts/10_claim_verification/03_claim_reviews/SUB017.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB017-CL002,SUB017,6: Next-Generation Inhibitors And Future Resistance Questions,Biomarker Strategy And Patient Selection,"This supports post-progression testing as more than a cataloging exercise: secondary catalytic-pocket PIK3CA mutations may indicate resistance to orthosteric PI3K-alpha inhibitors but retained sensitivity to allosteric RLY-2608 in models, whereas AKT1 alterations created a different therapeutic question because they were associated with cross-resistance to orthosteric and allosteric PI3K-alpha inhibition in the same study `pmid-37916958`.",pmid-37916958,S17-R004,artifacts/10_claim_verification/02_work_orders/SUB017.md,artifacts/10_claim_verification/03_claim_reviews/SUB017.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB017-CL003,SUB017,6: Next-Generation Inhibitors And Future Resistance Questions,Biomarker Strategy And Patient Selection,"Juric-associated longitudinal trial profiling of alpelisib plus aromatase inhibitors found PTEN loss-of-function mutations in resistant cases and expansion of ESR1 activating mutations, linking PI3K-alpha resistance with endocrine pressure and spatially heterogeneous tumor evolution `pmid-32864625`.",pmid-32864625,S17-R005,artifacts/10_claim_verification/02_work_orders/SUB017.md,artifacts/10_claim_verification/03_claim_reviews/SUB017.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB017-CL004,SUB017,6: Next-Generation Inhibitors And Future Resistance Questions,Biomarker Strategy And Patient Selection,"Functional studies nominate additional candidate biomarkers: PIM kinase upregulation maintained downstream PI3K effector activity in alpelisib-resistant breast cancer cells and was seen in a small paired-biopsy set, but the authors explicitly framed the clinical biopsy evidence as preliminary `pmid-27604488`; persistent FOXM1 expression after PI3K-alpha inhibition marked resistance in ER-positive breast cancer models and drove LDH-dependent metabolic changes detectable by hyperpolarized carbon-13 pyruvate-lactate MRI rather than FDG-PET, making it a pharmacodynamic and imaging biomarker candidate `pmid-32976773`; integrative modeling of alpelisib-sensitive and resistant T47D states nominated PDK1 co-targeting and a p21-high resistance phenotype, but this is a prioritization framework rather than a validated clinical test `pmid-38273040`.",pmid-27604488; pmid-32976773; pmid-38273040,S17-R006; S17-R007; S17-R016,artifacts/10_claim_verification/02_work_orders/SUB017.md,artifacts/10_claim_verification/03_claim_reviews/SUB017.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB017-CL005,SUB017,6: Next-Generation Inhibitors And Future Resistance Questions,Biomarker Strategy And Patient Selection,"RTK-expression studies, IGF1R/p110-beta rewiring, NF1-loss models, and mTORC1-activating co-alterations support exploratory biomarkers for combination choice, but most remain model-based or translational rather than clinically validated `pmid-28382169` `pmid-27048245` `pmid-37044095` `pmid-33685991`.",pmid-27048245; pmid-28382169; pmid-33685991; pmid-37044095,S17-R009; S17-R008; S17-R011; S17-R010,artifacts/10_claim_verification/02_work_orders/SUB017.md,artifacts/10_claim_verification/03_claim_reviews/SUB017.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB017-CL006,SUB017,6: Next-Generation Inhibitors And Future Resistance Questions,Biomarker Strategy And Patient Selection,"In SANDPIPER and related translational analyses, PIK3CA mutation status and ctDNA-defined features were associated with differential benefit from taselisib plus fulvestrant, yet the regimen’s modest benefit and toxicity limited clinical utility, so a biomarker-positive subgroup did not rescue the drug as a treatment strategy `pmid-36892268`.",pmid-36892268,S17-R012,artifacts/10_claim_verification/02_work_orders/SUB017.md,artifacts/10_claim_verification/03_claim_reviews/SUB017.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB017-CL007,SUB017,6: Next-Generation Inhibitors And Future Resistance Questions,Biomarker Strategy And Patient Selection,"Complex PIK3CA genotypes, including multiple mutations or rare C-terminal frameshift alterations, may eventually refine PI3K-alpha sensitivity claims, but this packet supports treating them as selection-context evidence until tied prospectively to outcomes under specific inhibitors `pmid-32494066` `pmid-32929011`.",pmid-32494066; pmid-32929011,S17-R014; S17-R015,artifacts/10_claim_verification/02_work_orders/SUB017.md,artifacts/10_claim_verification/03_claim_reviews/SUB017.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB018-CL001,SUB018,6: Next-Generation Inhibitors And Future Resistance Questions,Verification Priorities For The Next Workflow Stages,"These sources support PTEN loss as a clinically observed resistance mechanism, but downstream agents should still separate genomic PTEN loss, protein loss by IHC, non-genetic PTEN suppression, and pathway-level PTEN functional loss because those are not interchangeable assays or claims `pmid-25409150` `pmid-37916958` `pmid-32864625` `pmid-40382983`.",pmid-25409150; pmid-32864625; pmid-37916958; pmid-40382983,S18-R001; S18-R003; S18-R002; S18-R004,artifacts/10_claim_verification/02_work_orders/SUB018.md,artifacts/10_claim_verification/03_claim_reviews/SUB018.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB018-CL002,SUB018,6: Next-Generation Inhibitors And Future Resistance Questions,Verification Priorities For The Next Workflow Stages,"Verification should therefore ask whether a next-generation inhibitor overcomes the specific resistance allele being claimed, rather than whether it generally overcomes alpelisib resistance `pmid-37916958`.",pmid-37916958,S18-R002,artifacts/10_claim_verification/02_work_orders/SUB018.md,artifacts/10_claim_verification/03_claim_reviews/SUB018.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB018-CL003,SUB018,6: Next-Generation Inhibitors And Future Resistance Questions,Verification Priorities For The Next Workflow Stages,"Functional screens in PIK3CA-mutant breast cancer cells found many resistance genes and validated PIM kinases as maintaining downstream PI3K effector activation in an AKT-independent manner; however, the paired clinical biopsy evidence for PIM upregulation was explicitly preliminary `pmid-27604488`.",pmid-27604488,S18-R005,artifacts/10_claim_verification/02_work_orders/SUB018.md,artifacts/10_claim_verification/03_claim_reviews/SUB018.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB018-CL004,SUB018,6: Next-Generation Inhibitors And Future Resistance Questions,Verification Priorities For The Next Workflow Stages,"These are important claim targets, but the final review should label tumor type, model system, PI3K inhibitor, and whether the evidence is acquired, intrinsic, engineered, or correlative `pmid-25873175` `pmid-37493631` `pmid-37044095` `pmid-33024087` `pmid-38286037`.",pmid-25873175; pmid-33024087; pmid-37044095; pmid-37493631; pmid-38286037,S18-R006; S18-R009; S18-R008; S18-R007; S18-R010,artifacts/10_claim_verification/02_work_orders/SUB018.md,artifacts/10_claim_verification/03_claim_reviews/SUB018.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB018-CL005,SUB018,6: Next-Generation Inhibitors And Future Resistance Questions,Verification Priorities For The Next Workflow Stages,"This is the key template for the next workflow stage: efficacy, tolerability, biomarker enrichment, and clinical utility must be verified as separate claims `pmid-33186740`.",pmid-33186740,S18-R011,artifacts/10_claim_verification/02_work_orders/SUB018.md,artifacts/10_claim_verification/03_claim_reviews/SUB018.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB018-CL006,SUB018,6: Next-Generation Inhibitors And Future Resistance Questions,Verification Priorities For The Next Workflow Stages,"Similarly, alpelisib monotherapy and pharmacodynamic biomarker studies can provide useful clinical or mechanistic context, but they should not be allowed to stand in for resistance-overcoming evidence unless the design includes prior exposure, progression sampling, and a resistance-specific intervention `pmid-35771551` `pmid-32976773` `pmid-33606974`.",pmid-32976773; pmid-33606974; pmid-35771551,S18-R013; S18-R014; S18-R012,artifacts/10_claim_verification/02_work_orders/SUB018.md,artifacts/10_claim_verification/03_claim_reviews/SUB018.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
