paper_id,pmid,pmcid,doi,title,ingestion_status,source_format,access_source,source_url,source_path,normalized_path,text_char_count,section_count,pmc_xml_status,pdf_status,parser_status,user_pdf_required,notes
pmid-39217059,39217059,PMC11840667,10.1016/j.clbc.2024.08.001,A Phase I Trial of Alpelisib Combined With Capecitabine in Patients With HER2-Negative Metastatic Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11840667&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11840667.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39217059.json,15862,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39236276,39236276,PMC11575912,10.1200/JCO.24.00110,"Phase I/Ib Trial of Inavolisib Plus Palbociclib and Endocrine Therapy for PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced or Metastatic Breast Cancer.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11575912&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11575912.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39236276.json,18281,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39469631,39469631,PMC11514072,10.3389/fphar.2024.1443422,Effects of BYL-719 (alpelisib) on human breast cancer stem cells to overcome drug resistance in human breast cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11514072&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11514072.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39469631.json,30802,11,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39476340,39476340,,10.1056/NEJMoa2404625,Inavolisib-Based Therapy in PIK3CA-Mutated Advanced Breast Cancer.,user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-39539943,39539943,PMC11558728,10.1177/17588359241297101,Elacestrant plus alpelisib in an ESR1 and PIK3CA co-mutated and heavily pretreated metastatic breast cancer: the first case report for combination efficacy and safety.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11558728&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11558728.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39539943.json,24870,6,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39596311,39596311,PMC11594956,10.3390/ijms252212246,Molecular Analysis of PIK3CA in Metastatic Hormone Receptor-Positive Breast Cancer in Chile: Clinical and Pathological Insights.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11594956&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11594956.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39596311.json,12558,4,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39637900,39637900,,10.1016/S1470-2045(24)00673-9,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-39839709,39839709,PMC11748133,10.1093/pcmedi/pbae034,"Cell-free tumor DNA analysis in advanced or metastatic breast cancer patients: mutation frequencies, testing intention, and clinical impact.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11748133&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11748133.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39839709.json,23783,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39851969,39851969,PMC11763720,10.3390/curroncol32010053,Systematic Review and Network Meta-Analysis on Treating Hormone Receptor-Positive Metastatic Breast Cancer After CDK4/6 Inhibitors.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11763720&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11763720.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39851969.json,14181,4,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39920872,39920872,PMC11806886,10.1186/s40170-025-00375-5,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11806886&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11806886.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39920872.json,17782,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39935426,39935426,PMC11810462,10.20517/cdr.2024.169,Optimizing therapeutic approaches for HR+/HER2- advanced breast cancer: clinical perspectives on biomarkers and treatment strategies post-CDK4/6 inhibitor progression.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11810462&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11810462.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39935426.json,19389,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-40113784,40113784,PMC11926384,10.1038/s41392-025-02180-4,Targeting PI3K inhibitor resistance in breast cancer with metabolic drugs.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11926384&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11926384.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-40113784.json,55667,11,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-40121890,40121890,,10.1016/j.ctrv.2025.102924,"Post-progression treatment options after CDK4/6 inhibitors in hormone receptor-positive, HER2-negative metastatic breast cancer.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-40152314,40152314,PMC11950915,10.1093/oncolo/oyaf023,Dynamics of hyperglycemia of patients treated with alpelisib: exploratory interim analysis of ITACA trial.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11950915&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11950915.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-40152314.json,13925,6,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-40203765,40203765,,10.1016/j.ejca.2025.115397,"Inavolisib plus letrozole or fulvestrant in PIK3CA-mutated, hormone receptor-positive, HER2-negative advanced or metastatic breast cancer (GO39374): An open-label, multicentre, dose-escalation and dose-expansion phase 1/1b study.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-40295072,40295072,,10.21873/anticanres.17567,Development of Acquired Resistance in Alpelisib-treated Gastric Cancer Cells With PIK3CA Mutations and Overcoming Strategies.,user_pdf_required,none,,,,,0,0,missing,download_failed,not_attempted,1,Download failed from https://ar.iiarjournals.org/content/anticanres/45/5/1877.full.pdf: HTTP Error 403: Forbidden No usable PMC XML or automatically accessible PDF normalized.
pmid-40382983,40382983,,10.1016/j.drup.2025.101251,MicroRNA-mediated PTEN downregulation as a novel non-genetic mechanism of acquired resistance to PI3Kα inhibitors of head & neck squamous cell carcinoma.,user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-40454641,40454641,PMC13496148,10.1056/NEJMoa2501796,Overall Survival with Inavolisib in PIK3CA-Mutated Advanced Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=13496148&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/13496148.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-40454641.json,21065,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-40510030,40510030,PMC12159599,10.20517/cdr.2024.181,FGFR1 overexpression promotes resistance to PI3K inhibitor alpelisib in luminal breast cancer cells through receptor tyrosine kinase signaling-mediated activation of the estrogen receptor.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12159599&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12159599.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-40510030.json,31070,13,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-40642892,40642892,,10.1097/COC.0000000000001209,"Inavolisib for HR-Positive, HER2-Negative Advanced Breast Cancer: Clinical Trials and Patient Access Implication.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-40845250,40845250,,10.1200/JCO-25-00663,"US Food and Drug Administration Approval Summary: Inavolisib With Palbociclib and Fulvestrant for Endocrine-Resistant, PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative, Locally Advanced or Metastatic Breast Cancer.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-40991650,40991650,PMC12618074,10.1172/JCI180927,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12618074&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12618074.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-40991650.json,42240,14,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-41079023,41079023,PMC12514518,10.1016/j.eclinm.2025.103535,Efficacy and safety of systemic therapies following progression on CDK4/6 inhibitors in patients with HR+/HER2- metastatic breast cancer: a systematic review and network meta-analysis.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12514518&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12514518.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-41079023.json,41357,14,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-41143603,41143603,PMC12770939,10.1158/1078-0432.CCR-25-1459,PI3Kα Inhibitor and Degrader Inavolisib Can Co-opt FGFR2 to Enhance Responses in Patients with PIK3CA-Mutated Solid Tumors and in Preclinical Models.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12770939&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12770939.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-41143603.json,44780,17,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-41406241,41406241,,10.1126/scitranslmed.adp5088,Dual PI3K/mTOR inhibition is required to combat resistance to CDK4/6 inhibitor and endocrine therapy in PIK3CA-mutant breast cancer.,user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-41620612,41620612,PMC12964663,10.1186/s13058-025-02152-0,Sequential use of PI3K/AKT/mTOR pathway inhibitors alpelisib and everolimus in patients with hormone receptor-positive metastatic breast cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12964663&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12964663.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-41620612.json,23664,5,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-41681940,41681940,PMC12896634,10.3390/cancers18030468,Comparison Between Alpelisib Plus Endocrine Therapy and Everolimus Plus Endocrine Therapy After CDK4/6 Inhibitors Progression in Patients with PIK3CA-Mutant Metastatic Breast Cancer: A Single-Center Retrospective Study.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12896634&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12896634.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-41681940.json,25978,7,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-41925922,41925922,PMC13046609,10.1007/s10549-026-07939-z,Alpelisib and Fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the German PRAEGNANT trial.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=13046609&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/13046609.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-41925922.json,18322,7,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-41967638,41967638,,10.1016/j.annonc.2026.04.003,Genomic determinants of response to alpelisib plus fulvestrant in the SOLAR-1 trial.,user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-41976378,41976378,PMC13072385,10.3390/cancers18071156,"Impact of Time of Administration, Fasting, and a Low-Carbohydrate Diet on Alpelisib-Associated Hyperglycemia and Efficacy: A Pilot Randomized Controlled Phase IIb Trial.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=13072385&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/13072385.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-41976378.json,20156,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-42024964,42024964,,10.1016/j.ejmech.2026.118879,"Benzothiophene-based, orally active PIK3CA H1047R mutant-selective inhibitors for the treatment of HR+/HER2- breast cancer.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-42074235,42074235,PMC13116710,10.3390/ijms27083597,SGLT2 Inhibitor Dapagliflozin Attenuates Cardiomyocyte Injury and Inflammation Induced by PI3Kα-Selective Inhibitor Alpelisib and Fulvestrant Under Hyperglycemia.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=13116710&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/13116710.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-42074235.json,35210,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-42202490,42202490,PMC13235453,10.1016/j.esmoop.2026.107735,"Safety analyses of the INAVO120 randomised phase III trial of inavolisib or placebo with palbociclib-fulvestrant in patients with PIK3CA-mutated, hormone receptor-positive, HER2-negative, endocrine-resistant advanced breast cancer.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=13235453&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/13235453.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-42202490.json,35341,18,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-42263466,42263466,,10.1016/j.clbc.2026.05.004,"Pharmacologic Features, Clinical Applications, and Drug Safety Evaluation of Inavolisib in the Treatment of Metastatic Breast Cancer.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-42351448,42351448,PMC13298351,10.3390/diagnostics16121790,"Post-CDK4/6 Inhibitor Therapeutic Approaches in Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer: Current Evidence and Emerging Strategies-A Narrative Review.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=13298351&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/13298351.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-42351448.json,37824,13,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-42445743,42445743,PMC13361340,10.2147/DDDT.S611371,Precision Endocrine-Based Combinations After CDK4/6 Inhibitor Progression in HR-Positive Metastatic Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=13361340&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/13361340.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-42445743.json,34172,24,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-42496151,42496151,,10.1080/17425255.2026.2710110,Inavolisib: a second-generation PI3Kα inhibitor in HR+/HER2-negative breast cancer.,user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-42635598,42635598,,10.1158/1078-0432.CCR-26-1816,"Elacestrant in Combination with Everolimus for Estrogen Receptor-Positive, HER2-Negative Previously Treated Advanced Breast Cancer: Results from ELEVATE.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
