paper_id,pmid,pmcid,doi,title,source_format,raw_chars,narrative_chars,retention_ratio,kept_section_count,excluded_section_count,excluded_char_count,chunk_count,warning_flags,review_recommendation,kept_section_titles,excluded_section_titles
pmid-40360883,40360883,PMC12304390,10.1038/s41416-025-03035-z,"Multi-node inhibition targeting mTORC1, mTORC2 and PI3Kα potently inhibits the PI3K/AKT/mTOR pathway in endometrial and breast cancer models.",pmc_xml,41172,35418,0.860,10,8,7050,64,,pass,"Abstract; Introduction; A multi-node inhibitor strategy utilizing sapanisertib and serabelisib achieves improved PI3K/AKT/mTOR pathway inhibition versus single node inhibitors alpelisib, capivasertib and everolimus; Sapanisertib and serabelisib potently inhibit cancer cell growth individually and in combination; Sapanisertib plus serabelisib achieves improved PI3K/AKT/mTOR pathway inhibition versus single node inhibitors inavolisib, RLY-2608 and STX-478; Inhibition of 4E-BP1 (but not S6) phosphorylation correlates with drug potency; Sapanisertib plus serabelisib inhibits cancer cell growth in combination with a range of targeted and chemotherapeutic anticancer agents; Taxane resistance activates the PI3K/AKT/mTOR pathway, and taxane resistant cells retain sensitivity to sapanisertib plus serabelisib; Sapanisertib and serabelisib in combination with paclitaxel strongly suppress tumour growth of in vivo models of endometrial and breast cancer, which is further enhanced by an insulin-suppressing diet; Discussion",Drugs and compounds [after_discussion_end_matter_guard]; Cell culture [methods_heading]; Cell-based dose-response curves [after_discussion_end_matter_guard]; Immunoblotting [inside_methods_block]; Generation of paclitaxel resistant endometrial cancer cell lines [inside_methods_block]; Tumour xenografts [inside_methods_block]; Statistical analyses [inside_methods_block]; Supplementary information [end_matter_or_non_narrative_heading]
pmid-27604488,27604488,PMC5050154,10.1158/2159-8290.CD-16-0305,Systematic Functional Characterization of Resistance to PI3K Inhibition in Breast Cancer.,pmc_xml,49707,43486,0.875,9,6,6833,67,,pass,Abstract; Introduction; A large-scale gain-of-function screen for resistance to PI3K inhibition; PIM kinases confer resistance to PI3K inhibition in breast cancer cells; PIM1 activates PI3K downstream effectors in an AKT-independent manner; PIM inhibition enhances sensitivity to BYL719 in PIK3CA-mutant cancer cells with elevated PIM1 expression; PI3K resistance genes are uprequlated in breast tumor biopsies after BYL719 treatment; PIM family genes are amplified or overexpressed in treatment-naïve human breast tumors; Discussion,Cell lines and chemical reagents [methods_heading]; Open-reading frame (ORF) lentiviral expression screen [inside_methods_block]; Western immunoblottinq [inside_methods_block]; RNA-sequencing in tumor samples [inside_methods_block]; TCGA dataset analysis [inside_methods_block]; Statistical analysis [methods_heading]
pmid-33947692,33947692,PMC8282678,10.1158/1078-0432.CCR-21-0047,A Phase I Study of Alpelisib in Combination with Trastuzumab and LJM716 in Patients with PIK3CA-Mutated HER2-Positive Metastatic Breast Cancer.,pmc_xml,24700,21759,0.881,9,3,4423,34,,pass,Abstract; Introduction; Patient Selection; Toxicity and Treatment Response Assessment; Correlative and Exploratory Analyses; Safety and Dose-finding; Efficacy; Exploratory and Correlative Analyses; Discussion,Study Design and Treatment Plan [methods_heading]; Statistical Analyses [protocol_or_procedural_section]; Patient Characteristics and Demographics [inside_methods_block]
pmid-36611120,36611120,,10.1038/s41388-022-02585-3,Alpelisib and fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the French early access program.,pdf,15835,14096,0.890,8,1,1661,23,,pass,Abstract; Introduction; Patients and treatment; Data collection; Patients' and tumor characteristics; Treatment e cacy; Safety; Discussion,Endpoints and statistics [methods_heading]
pmid-31601188,31601188,PMC6785854,10.1186/s12885-019-6057-7,Interleukin-6 mediates resistance to PI3K-pathway-targeted therapy in lymphoma.,pmc_xml,28783,26445,0.919,11,5,4505,45,,pass,"Abstract; Introduction; Cell lines, culture conditions, transfection, and inhibitors; Assessment of cell viability; Cytokine and phospho-kinase arrays; Elisa; IL-6 expression is increased in B- and T-cell lymphoma cell lines with acquired resistance to copanlisib or duvelisib, respectively; IL-6 induces drug resistance by regulating STAT3/5; Inhibition of JAK sensitizes resistant cells to copanlisib or duvelisib; Discussion; Discussion",High-throughput screening assay [protocol_or_procedural_section]; Antibodies for Western blotting [inside_methods_block]; Apoptosis assay [inside_methods_block]; Soft agar colony formation [inside_methods_block]; Untitled [after_discussion_end_matter_guard]
pmid-21278786,21278786,PMC3107390,10.1038/onc.2010.626,PI3K inhibition results in enhanced HER signaling and acquired ERK dependency in HER2-overexpressing breast cancer.,pmc_xml,30041,27636,0.920,9,2,3874,43,,pass,Abstract; Introduction; Inhibition of PI3K/AKT/mTOR induces ERK phosphorylation in HER2-overexpressing cells; PI3K/mTOR inhibition induces HER receptor activation; PI3K inhibition induces HER2/3 receptor dimerization and increases binding of the adaptor GRB2 to HER2 and the p85 subunit of PI3K to HER3; ERK activation is prevented by HER2 and MEK1/2 inhibitors; HER2 blockade potentiates anti-proliferative and pro-apoptotic effects of PI3K/mTOR inhibition; HER2 or MEK1/2 inhibition potentiates the in vivo BEZ235 anti-tumor activity; Discussion,"Cell lines, treatments and siRNA [after_discussion_end_matter_guard]; Western blot, immunoprecipitation and cross-link [after_discussion_end_matter_guard]"
pmid-26640141,26640141,PMC4896860,10.1038/onc.2015.377,PIK3CA(H1047R)- and Her2-initiated mammary tumors escape PI3K dependency by compensatory activation of MEK-ERK signaling.,pmc_xml,33054,30696,0.929,9,7,3327,52,,pass,Abstract; Introduction; Mutant PIK3CA cooperates with Her2 to accelerate mammary tumor formation; Inducible expression of mutant PIK3CA resulted in activation of PI3K/AKT signaling but attenuation of Her2/Her3 signaling; Removal of PIK3CAH1047R induces tumor regression; PI3K activation confers intrinsic resistance to Her2 inhibition by lapatinib; Prolonged inhibition of PI3K induces hyperactivation of MEK-ERK signaling; MEK inhibition potentiates the anti-tumor activity of lapatinib; Discussion,Transgenic mice [after_discussion_end_matter_guard]; Histology and Immunohistochemistry [after_discussion_end_matter_guard]; Tumor grafting and in vivo treatment studies [after_discussion_end_matter_guard]; Western blot analysis and immunoprecipitation [methods_heading]; Reverse transcription polymerase chain reaction (RT-PCR) [inside_methods_block]; Statistical analyses [inside_methods_block]; In vivo bioluminescence imaging [inside_methods_block]
pmid-40991650,40991650,PMC12618074,10.1172/JCI180927,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,pmc_xml,44782,42240,0.943,14,5,2824,64,,pass,Abstract; Introduction; PTEN expression does not correlate with PI3K downregulation following PI3K inhibition; USP10 is a positive regulator of PI3K signaling; USP10 is linked to PI3Ki resistance in breast cancers with high PTEN expression; USP10 stabilizes PTEN protein levels by inhibiting protein dimerization; Phosphorylation of residue Thr366 regulates PTEN dimerization; Treatment with a PI3Ki affects phosphorylation of PTEN residue Thr366; USP10 regulates GSK3β stability and phosphorylation of PTEN residue Thr366; USP10 mediates PTEN K27-linked polyubiquitination; USP10 is upregulated in breast cancer and contributes to PI3Ki resistance; Spautin-1 resensitizes PI3Ki-resistant cells; GSK3β inhibition resensitized PI3Ki-resistant cells to PI3K inhibition; Discussion,Sex as a biological variant [after_discussion_end_matter_guard]; Statistics [methods_heading]; Study approval [inside_methods_block]; Data availability [end_matter_or_non_narrative_heading]; Author contributions [end_matter_or_non_narrative_heading]
pmid-42202490,42202490,PMC13235453,10.1016/j.esmoop.2026.107735,"Safety analyses of the INAVO120 randomised phase III trial of inavolisib or placebo with palbociclib-fulvestrant in patients with PIK3CA-mutated, hormone receptor-positive, HER2-negative, endocrine-resistant advanced breast cancer.",pmc_xml,36921,35341,0.957,18,3,4100,58,,pass,Abstract; Introduction; Safety assessments; Adverse event management; Overall safety profile; Subgroups; Key selected adverse events; Hyperglycaemia; Subgroups; Rash; Subgroups; Stomatitis/mucosal inflammation; Subgroups; Diarrhoea; Subgroups; Other selected adverse events; Long-term safety; Discussion,Study design and procedures [methods_heading]; Statistical analysis [methods_heading]; Patient characteristics [inside_methods_block]
pmid-33024087,33024087,PMC7538592,10.1038/s41419-020-03037-0,CD44/HA signaling mediates acquired resistance to a PI3Kα inhibitor.,pmc_xml,36005,34681,0.963,12,5,2067,65,,pass,"Abstract; Introduction; A CD44high state is acquired due to the adaptive resistance to PI3Kα inhibition in luminal breast carcinomas (BrCas); CD44 is positively correlated with ER in PIK3CA-mutated breast cancers; CD44 mediates ER-dependent transcription upon PI3Kα inhibition; CD44 aberrant splicing is sufficient to limit the sensitivity of luminal BrCa cells to BYL719; Adaptive CD44high expression in response to PI3K inhibition is regulated by HA/HAS2 in a positive feedback loop; The enhanced CD44-HA interaction activates AKT/mTOR and attenuates sensitivity to BYL719; CD44/HA binding activates the Src-ERK-Ezrin signaling cascade; Interconnected feedback loops among PIK3CA, HA/HAS2, ESRP1, and ER regulate CD44 alternative splicing and adaptive resistance; Discussion; Discussion",Antibodies and reagents [after_discussion_end_matter_guard]; Generation of resistant cells [after_discussion_end_matter_guard]; ER phosphomutants [after_discussion_end_matter_guard]; TCGA data analysis [after_discussion_end_matter_guard]; Statistical analyses [after_discussion_end_matter_guard]
pmid-40454641,40454641,PMC13496148,10.1056/NEJMoa2501796,Overall Survival with Inavolisib in PIK3CA-Mutated Advanced Breast Cancer.,pmc_xml,21514,21065,0.979,9,2,2820,37,,pass,Abstract; Introduction; TRIAL OVERSIGHT; PATIENTS; TRIAL DESIGN AND TREATMENT; PATIENTS AND TRIAL REGIMENS; EFFICACY; SAFETY; Discussion,END POINTS [methods_heading]; STATISTICAL ANALYSIS [methods_heading]
pmid-26500061,26500061,PMC4846581,10.1038/onc.2015.406,"PI3K-p110α mediates resistance to HER2-targeted therapy in HER2+, PTEN-deficient breast cancers.",pmc_xml,14730,15784,1.072,6,0,0,25,,pass,"Abstract; Introduction; Mammary tumors driven by concurrent Her2+ and Pten deletion are dependent on p110α; p110α mediates PI3K/AKT signaling and anchorage-independent growth of human HER2+, PTEN-deficient breast cancer cells; Inhibition of p110a enhances sensitivity of HER2+, PTEN-deficient breast cancer cells to HER2-targeted therapy; Combined inhibition of p110α/β and lapatinib blocks the growth of HER2+, PTEN-deficient breast tumors in vivo",
pmid-33168657,33168657,PMC8535764,10.1158/1078-0432.CCR-20-3652,"FDA Approval Summary: Alpelisib Plus Fulvestrant for Patients with HR-positive, HER2-negative, PIK3CA-mutated, Advanced or Metastatic Breast Cancer.",pmc_xml,22962,24721,1.077,12,0,0,39,,pass,"Abstract; Introduction; Chemistry, Manufacturing, and Control; Nonclinical Pharmacology and Toxicology; Clinical Pharmacology; Clinical Trial Design; Efficacy; Safety; Companion Diagnostic (CDx) Development; Patient-Reported Outcomes (PRO); Regulatory Insights; Discussion",
pmid-33794206,33794206,,10.1016/S1470-2045(21)00034-6,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",pdf,35711,11351,0.318,4,9,15739,18,low_retention_ratio,watch,Abstract; Introduction; Results; Discussion,Study design and participants [methods_heading]; Research in context [inside_methods_block]; Added value of this study [inside_methods_block]; Implications of all the available evidence [inside_methods_block]; Procedures [methods_heading]; Outcomes [methods_heading]; Statistical analysis [methods_heading]; Role of the funding source [end_matter_or_non_narrative_heading]; Table 1: Patient characteristics at baseline [end_matter_or_non_narrative_heading]
pmid-39637900,39637900,,10.1016/S1470-2045(24)00673-9,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",pdf,35711,11351,0.318,4,9,15739,18,low_retention_ratio,watch,Abstract; Introduction; Results; Discussion,Study design and participants [methods_heading]; Research in context [inside_methods_block]; Added value of this study [inside_methods_block]; Implications of all the available evidence [inside_methods_block]; Procedures [methods_heading]; Outcomes [methods_heading]; Statistical analysis [methods_heading]; Role of the funding source [end_matter_or_non_narrative_heading]; Table 1: Patient characteristics at baseline [end_matter_or_non_narrative_heading]
pmid-39177931,39177931,PMC11452482,10.1007/s10549-024-07405-8,SGLT2 inhibition improves PI3Kα inhibitor-induced hyperglycemia: findings from preclinical animal models and from patients in the BYLieve and SOLAR-1 trials.,pmc_xml,28873,10241,0.355,4,17,19705,15,large_excluded_fraction,watch,Abstract; Introduction; Discussion; Discussion,"Methods [methods_heading]; Animal studies [methods_heading]; Study designs [inside_methods_block]; Inclusion criteria for SOLAR-1 and BYLieve based on baseline plasma glucose levels [inside_methods_block]; Propensity score matching [inside_methods_block]; SGLT2i/placebo start dates [inside_methods_block]; Hyperglycemia AEs: incidence rates and risk analysis [inside_methods_block]; BN rats [inside_methods_block]; ZDF rats [inside_methods_block]; Tumor-bearing rats [inside_methods_block]; Demographics and baseline characteristics in the SGLT2i and control cohorts [inside_methods_block]; Patient disposition [inside_methods_block]; Antihyperglycemic medications received during the trial [inside_methods_block]; Duration of exposure to alpelisib and SGLT2i [inside_methods_block]; Grade ≥ 3 hyperglycemia AEs [inside_methods_block]; Hyperglycemia AEs that led to alpelisib adjustment, interruption, or withdrawal [inside_methods_block]; Supplementary Information [end_matter_or_non_narrative_heading]"
pmid-37163178,37163178,PMC10164376,10.2147/BTT.S395817,Treating Alpelisib-Induced Hyperinsulinemia in Patients with Advanced Breast Cancer - A Real-Life Experience.,pmc_xml,15594,9404,0.603,4,5,7547,16,low_narrative_chars,watch,Abstract; Introduction; Discussion; Discussion,Patients and Methods [methods_heading]; Patient 1 [inside_methods_block]; Patient 2 [inside_methods_block]; Patient 3 [inside_methods_block]; Patient 4 [inside_methods_block]
pmid-35311394,35311394,,10.1177/03008916211073621,"BYL719 (alpelisib) for the treatment of PIK3CA-mutated, recurrent/advanced cervical cancer.",pdf,10902,9191,0.843,4,2,2031,14,low_narrative_chars;few_chunks,watch,Abstract; Introduction; Results; Discussion,Methods [methods_heading]; Declaration of Conflicting Interests [after_discussion_end_matter_guard]
pmid-40536266,40536266,PMC12204390,10.1093/oncolo/oyaf126,Prolonged response to PIK3CA inhibition in an advanced hormone-positive breast cancer patient with 3 mutations in the alpha subunit of PI-3 kinase.,pmc_xml,8540,9191,1.076,6,0,0,15,low_narrative_chars,watch,Abstract; Introduction; Genotyping results and interpretation of the molecular results; Functional and clinical significance of the specific mutation in the particular cancer; Potential strategies to target the pathway and implications for clinical practice; Patient update,
